CODGEO;LIBGEO;MED15;TP6015
62453;Hézecques;18443;
62454;Hinges;23462;
62455;Hocquinghen;17532;
62456;Houchin;20267;
62457;Houdain;16329;25
62458;Houlle;19104;
62459;Houvin-Houvigneul;18332;
62460;Hubersent;20400;
62461;Huby-Saint-Leu;17997;
62462;Huclier;22312;
62463;Hucqueliers;17249;
62464;Hulluch;18622;18
62465;Humbercamps;19658;
62466;Humbert;18337;
62467;Humeroeuille;19943;
62468;Humières;21681;
62469;Inchy-en-Artois;18833;
62470;Incourt;;
62471;Bellinghem;17822;
62472;Inxent;23235;
62473;Isbergues;17857;18
62474;Isques;20404;
62475;Ivergny;18195;
62476;Izel-lès-Équerchin;22880;
62477;Izel-lès-Hameau;22359;
62478;Journy;18039;
62479;Labeuvrière;19972;
62480;Labourse;18923;17
62481;Labroye;19727;
62483;Lacres;20784;
62484;Lagnicourt-Marcel;18698;
62485;Laires;16525;
62486;Lambres;19704;
62487;Landrethun-le-Nord;18509;
62488;Landrethun-lès-Ardres;19191;
62489;Lapugnoy;18957;15
62490;Lattre-Saint-Quentin;23763;
62491;Laventie;21932;9
62492;Lebiez;17032;
62493;Lebucquière;19602;
62494;Léchelle;;
62495;Ledinghem;16196;
62496;Lefaux;19749;
62497;Leforest;17851;19
62498;Lens;15140;33
62499;Lépine;19873;
62500;Lespesses;21960;
62501;Lespinoy;18751;
62502;Lestrem;22348;7
62503;Leubringhen;23444;
62504;Leulinghem;19588;
62505;Leulinghen-Bernes;19759;
62506;Licques;17810;
62507;Liencourt;20762;
62508;Lières;18329;
62509;Liettres;18746;
62510;Liévin;15431;31
62511;Lignereuil;20484;
62512;Ligny-lès-Aire;19336;
62513;Ligny-sur-Canche;18101;
62514;Ligny-Saint-Flochel;20222;
62515;Ligny-Thilloy;20515;
62516;Lillers;17198;24
62517;Linghem;18357;
62518;Linzeux;19463;
62519;Lisbourg;15955;
62520;Locon;23264;
62521;La Loge;17156;
62522;Loison-sur-Créquoise;19702;
62523;Loison-sous-Lens;16845;24
62524;Longfossé;18785;
62525;Longuenesse;17234;24
62526;Longueville;19706;
62527;Longvilliers;17173;
62528;Loos-en-Gohelle;18036;19
62529;Lorgies;24884;
62530;Lottinghen;18217;
62531;Louches;19744;
62532;Lozinghem;17733;
62533;Lugy;17542;
62534;Lumbres;17070;20
62535;La Madelaine-sous-Montreuil;24623;
62536;Magnicourt-en-Comte;21197;
62537;Magnicourt-sur-Canche;18154;
62538;Maintenay;18220;
62539;Maisnil;20199;
62540;Maisnil-lès-Ruitz;18633;
62541;Maisoncelle;17502;
62542;Maizières;18644;
62543;Mametz;18752;
62544;Manin;23171;
62545;Maninghem;18875;
62546;Maninghen-Henne;23919;
62547;Marant;;
62548;Marck;19791;14
62549;Marconne;19536;
62550;Marconnelle;17477;
62551;Marenla;19043;
62552;Maresquel-Ecquemicourt;18513;
62553;Marest;19706;
62554;Maresville;23186;
62555;Marles-les-Mines;14770;31
62556;Marles-sur-Canche;19802;
62557;Maroeuil;24028;
62558;Marquay;18969;
62559;Marquion;20293;
62560;Marquise;17569;20
62561;Martinpuich;21520;
62562;Matringhem;15557;
62563;Mazingarbe;15935;27
62564;Mazinghem;21751;
62565;Mencas;;
62566;Menneville;21010;
62567;Mentque-Nortbécourt;19159;
62568;Mercatel;21613;
62569;Merck-Saint-Liévin;17935;
62570;Méricourt;16232;27
62571;Merlimont;20374;12
62572;Metz-en-Couture;17157;
62573;Meurchin;19143;15
62574;Mingoval;21597;
62576;Moncheaux-lès-Frévent;19291;
62577;Monchel-sur-Canche;;
62578;Monchiet;;
62579;Monchy-au-Bois;19593;
62580;Monchy-Breton;19629;
62581;Monchy-Cayeux;18165;
62582;Monchy-le-Preux;24446;
62583;Mondicourt;17615;
62584;Mont-Bernanchon;21460;
62585;Montcavrel;18142;
62586;Montenescourt;23532;
62587;Montigny-en-Gohelle;16017;29
62588;Montreuil;18635;
62589;Mont-Saint-Éloi;24598;
62590;Monts-en-Ternois;;
62591;Morchies;18630;
62592;Moringhem;19101;
62593;Morval;;
62594;Mory;19299;
62595;Moulle;20410;
62596;Mouriez;19801;
62597;Moyenneville;21318;
62598;Muncq-Nieurlet;19881;
62599;Nabringhen;19887;
62600;Nédon;17602;
62601;Nédonchel;18007;
62602;Nempont-Saint-Firmin;18732;
62603;Nesles;17098;
62604;Neufchâtel-Hardelot;22303;14
62605;Neulette;;
62606;Neuve-Chapelle;24528;
62607;Neuville-au-Cornet;;
62608;Neuville-Bourjonval;20125;
62609;Neuville-Saint-Vaast;25727;
62610;Neuville-sous-Montreuil;17322;
62611;Neuville-Vitasse;23811;
62612;Neuvireuil;23590;
62613;Nielles-lès-Bléquin;18518;
62614;Nielles-lès-Ardres;22780;
62615;Nielles-lès-Calais;24016;
62616;Noeux-lès-Auxi;17864;
62617;Noeux-les-Mines;16330;24
62618;Nordausques;18862;
62619;Noreuil;17843;
62620;Norrent-Fontes;19173;
62621;Nortkerque;19657;
62622;Nort-Leulinghem;17912;
62623;Nouvelle-Église;21553;
62624;Noyelles-Godault;17147;22
62625;Noyelles-lès-Humières;;
62626;Noyelles-lès-Vermelles;18698;16
62627;Noyelles-sous-Bellonne;22912;
62628;Noyelles-sous-Lens;15609;26
62629;Noyellette;24466;
62630;Noyelle-Vion;20189;
62631;Nuncq-Hautecôte;19515;
62632;Oblinghem;17330;
62633;Oeuf-en-Ternois;19919;
62634;Offekerque;20232;
62635;Offin;19157;
62636;Offrethun;24683;
62637;Oignies;16815;23
62638;Oisy-le-Verger;19284;
62639;Oppy;23256;
62640;Orville;19744;
62641;Ostreville;20898;
62642;Ourton;18793;
62643;Outreau;16958;21
62644;Ouve-Wirquin;18392;
62645;Oye-Plage;20423;12
62646;Palluel;19089;
62647;Le Parcq;18061;
62648;Parenty;18284;
62649;Pas-en-Artois;17232;
62650;Pelves;21341;
62651;Penin;18389;
62652;Pernes;17673;
62653;Pernes-lès-Boulogne;22708;
62654;Peuplingues;22141;
62655;Pierremont;17925;
62656;Pihem;19988;
62657;Pihen-lès-Guînes;23122;
62658;Pittefaux;27183;
62659;Planques;;
62660;Plouvain;21902;
62661;Bouin-Plumoison;18751;
62662;Polincove;20494;
62663;Pommera;17573;
62664;Pommier;19763;
62665;Le Ponchel;17158;
62666;Pont-à-Vendin;16707;25
62667;Le Portel;16015;26
62668;Prédefin;16132;
62669;Pressy;18292;
62670;Preures;17397;
62671;Pronville;18736;
62672;Puisieux;19262;
62673;Quéant;18898;
62674;Quelmes;20498;
62675;Quercamps;19545;
62676;Quernes;17995;
62677;Le Quesnoy-en-Artois;16634;
62678;Quesques;18552;
62679;Questrecques;19601;
62680;Quiéry-la-Motte;22333;
62681;Quiestède;20507;
62682;Quilen;;
62683;Quoeux-Haut-Maînil;16702;
62684;Racquinghem;19108;14
62685;Radinghem;18774;
62686;Ramecourt;20099;
62688;Rang-du-Fliers;20204;10
62689;Ransart;22353;
62690;Raye-sur-Authie;17046;
62691;Saint-Augustin;20473;
62692;Rebergues;18397;
62693;Rebreuve-Ranchicourt;22795;
62694;Rebreuve-sur-Canche;19521;
62695;Rebreuviette;18401;
62696;Reclinghem;15591;
62697;Récourt;20435;
62698;Recques-sur-Course;22317;
62699;Recques-sur-Hem;19810;
62700;Regnauville;19668;
62701;Rely;19955;
62702;Remilly-Wirquin;18877;
62703;Rémy;22430;
62704;Renty;19476;
62705;Rety;17657;20
62706;Richebourg;23207;8
62708;Riencourt-lès-Bapaume;;
62709;Riencourt-lès-Cagnicourt;21537;
62710;Rimboval;16684;
62711;Rinxent;17763;18
62712;Rivière;23799;
62713;Robecq;21538;
62714;Roclincourt;23862;
62715;Rocquigny;17863;
62716;Rodelinghem;19917;
62717;Roëllecourt;21070;
62718;Roeux;20861;
62719;Rollancourt;18348;
62720;Rombly;;
62721;Roquetoire;20536;
62722;Rougefay;;
62723;Roussent;20185;
62724;Rouvroy;15721;28
62725;Royon;19900;
62726;Ruisseauville;18025;
62727;Ruitz;20847;
62728;Rumaucourt;20128;
62729;Rumilly;16045;
62730;Ruminghem;19214;
62731;Ruyaulcourt;18863;
62732;Sachin;19922;
62733;Sailly-au-Bois;18090;
62734;Sailly-en-Ostrevent;21300;
62735;Sailly-Labourse;18042;17
62736;Sailly-sur-la-Lys;22604;7
62737;Sains-en-Gohelle;17087;23
62738;Sains-lès-Fressin;17244;
62739;Sains-lès-Marquion;20975;
62740;Sains-lès-Pernes;19709;
62741;Saint-Amand;21034;
62742;Saint-Aubin;26286;
62743;Sainte-Austreberthe;20254;
62744;Sainte-Catherine;24213;6
62745;Saint-Denoeux;16685;
62746;Saint-Étienne-au-Mont;17733;19
62747;Saint-Floris;22288;
62748;Saint-Folquin;21858;
62749;Saint-Georges;20140;
62750;Saint-Hilaire-Cottes;19547;
62751;Saint-Inglevert;20656;
62752;Saint-Josse;22230;
62753;Saint-Laurent-Blangy;18949;17
62754;Saint-Léger;20473;
62755;Saint-Léonard;20122;9
62756;Sainte-Marie-Kerque;18806;
62757;Saint-Martin-lez-Tatinghem;19320;15
62758;Saint-Martin-Boulogne;18747;18
62759;Saint-Martin-Choquel;19873;
62760;Saint-Martin-d'Hardinghem;16750;
62761;Saint-Martin-sur-Cojeul;21501;
62762;Saint-Michel-sous-Bois;18981;
62763;Saint-Michel-sur-Ternoise;20147;
62764;Saint-Nicolas;17977;21
62765;Saint-Omer;15744;32
62766;Saint-Omer-Capelle;20306;
62767;Saint-Pol-sur-Ternoise;16995;27
62768;Saint-Rémy-au-Bois;;
62769;Saint-Tricat;23603;
62770;Saint-Venant;20274;11
62771;Sallaumines;14236;37
62772;Salperwick;20304;
62773;Samer;18563;15
62774;Sangatte;20988;12
62775;Sanghen;18192;
62776;Sapignies;19868;
62777;Le Sars;18227;
62778;Sars-le-Bois;;
62779;Sarton;18811;
62780;Sauchy-Cauchy;18053;
62781;Sauchy-Lestrée;19050;
62782;Saudemont;19975;
62783;Saulchoy;18095;
62784;Saulty;18186;
62785;Savy-Berlette;20818;
62786;Selles;19043;
62787;Sempy;16454;
62788;Seninghem;18929;
62789;Senlecques;19148;
62790;Senlis;18135;
62791;Séricourt;;
62792;Serques;21001;
62793;Servins;22137;
62794;Setques;18376;
62795;Sibiville;20352;
62796;Simencourt;23293;
62797;Siracourt;20145;
62798;Sombrin;21129;
62799;Sorrus;22005;
62800;Souastre;17870;
62801;Souchez;22164;9
62802;Le Souich;16918;
62803;Surques;18683;
62804;Sus-Saint-Léger;17214;
62805;Tangry;22160;
62806;Tardinghen;27644;
62807;Tatinghem;;
62808;Teneur;16071;
62809;Ternas;16748;
62810;Thélus;22999;
62811;Thérouanne;19484;
62812;Thiembronne;17299;
62813;La Thieuloye;19836;
62814;Thièvres;18771;
62815;Tigny-Noyelle;18648;
62816;Tilloy-lès-Hermaville;22147;
62817;Tilloy-lès-Mofflaines;20966;
62818;Tilly-Capelle;18943;
62819;Tilques;20458;
62820;Tincques;21260;
62821;Tingry;19315;
62822;Tollent;;
62823;Torcy;19109;
62824;Tortefontaine;19420;
62825;Tortequesne;21215;
62826;Le Touquet-Paris-Plage;25126;11
62827;Tournehem-sur-la-Hem;18000;
62828;Tramecourt;;
62829;Le Transloy;19350;
62830;Trescault;19734;
62831;Troisvaux;22832;
62832;Tubersent;20327;
62833;Vacquerie-le-Boucq;;
62834;Vacqueriette-Erquières;18184;
62835;Valhuon;19027;
62836;Vaudricourt;26721;
62837;Vaudringhem;18846;
62838;Vaulx;;
62839;Vaulx-Vraucourt;19619;
62840;Vélu;20997;
62841;Vendin-lès-Béthune;19640;13
62842;Vendin-le-Vieil;18224;19
62843;Verchin;17176;
62844;Verchocq;18316;
62845;Verlincthun;22430;
62846;Vermelles;17493;20
62847;Verquigneul;20919;
62848;Verquin;18863;15
62849;Verton;21292;9
62850;Vieil-Hesdin;19809;
62851;Vieille-Chapelle;23371;
62852;Vieille-Église;20144;
62853;Vieil-Moutier;18873;
62854;Villers-au-Bois;24879;
62855;Villers-au-Flos;19578;
62856;Villers-Brûlin;17793;
62857;Villers-Châtel;23322;
62858;Villers-lès-Cagnicourt;21776;
62859;Villers-l'Hôpital;17523;
62860;Villers-Sir-Simon;21281;
62861;Vimy;21741;9
62862;Vincly;18694;
62863;Violaines;20613;11
62864;Vis-en-Artois;21007;
62865;Vitry-en-Artois;19655;14
62866;Waben;20975;
62867;Wacquinghen;24525;
62868;Wail;17020;
62869;Wailly;23608;
62870;Wailly-Beaucamp;20818;
62871;Wambercourt;18226;
62872;Wamin;16651;
62873;Wancourt;22653;
62874;Wanquetin;21616;
62875;Wardrecques;19601;
62876;Warlencourt-Eaucourt;23071;
62877;Warlincourt-lès-Pas;18367;
62878;Warlus;24719;
62879;Warluzel;18531;
62880;Le Wast;23587;
62881;Beauvoir-Wavans;18047;
62882;Wavrans-sur-l'Aa;18827;
62883;Wavrans-sur-Ternoise;18535;
62885;Westrehem;19448;
62886;Wicquinghem;16616;
62887;Widehem;18839;
62888;Wierre-au-Bois;22303;
62889;Wierre-Effroy;21266;
62890;Willeman;19054;
62891;Willencourt;18794;
62892;Willerval;21827;
62893;Wimereux;21092;13
62894;Wimille;18982;16
62895;Wingles;16780;26
62896;Wirwignes;21050;
62897;Wismes;19127;
62898;Wisques;24027;
62899;Wissant;19393;
62900;Witternesse;19653;
62901;Wittes;19582;
62902;Wizernes;18363;19
62903;Zoteux;18875;
62904;Zouafques;18280;
62905;Zudausques;22576;
62906;Zutkerque;18669;
62907;Libercourt;16074;28
62908;La Capelle-lès-Boulogne;23659;
62909;Ytres;17739;
63001;Aigueperse;19775;12
63002;Aix-la-Fayette;;
63003;Ambert;20081;14
63004;Les Ancizes-Comps;19637;
63005;Antoingt;20597;
63006;Anzat-le-Luguet;14007;
63007;Apchat;18162;
63008;Arconsat;18359;
63009;Ardes;17686;
63010;Arlanc;17542;
63011;Ars-les-Favets;20112;
63012;Artonne;22228;
63013;Aubiat;21439;
63014;Aubière;22460;10
63015;Aubusson-d'Auvergne;18049;
63016;Augerolles;18373;
63017;Augnat;18655;
63018;Aulhat-Saint-Privat;;
63019;Aulnat;18884;13
63020;Aurières;21170;
63021;Authezat;23128;
63022;Auzat-la-Combelle;18721;11
63023;Auzelles;18097;
63024;Avèze;18585;
63025;Ayat-sur-Sioule;16558;
63026;Aydat;23749;
63027;Baffie;18291;
63028;Bagnols;16577;
63029;Bansat;19681;
63030;Bas-et-Lezat;21292;
63031;Beaulieu;19304;
63032;Beaumont;23875;9
63033;Beaumont-lès-Randan;18275;
63034;Beauregard-l'Évêque;22891;
63035;Beauregard-Vendon;22495;
63036;Bergonne;21358;
63037;Bertignat;19341;
63038;Besse-et-Saint-Anastaise;20480;
63039;Beurières;17118;
63040;Billom;20133;11
63041;Biollet;16540;
63042;Blanzat;23058;7
63043;Blot-l'Église;19017;
63044;Bongheat;19254;
63045;Bort-l'Étang;20988;
63046;Boudes;19147;
63047;La Bourboule;17851;
63048;Bourg-Lastic;19171;
63049;Bouzel;21664;
63050;Brassac-les-Mines;18803;14
63051;Brenat;22223;
63052;Le Breuil-sur-Couze;20772;
63053;Briffons;15329;
63054;Le Broc;20934;
63055;Bromont-Lamothe;19406;
63056;Brousse;17457;
63057;Le Brugeron;19129;
63058;Bulhon;20360;
63059;Busséol;23596;
63060;Bussières;;
63061;Bussières-et-Pruns;22611;
63062;Buxières-sous-Montaigut;22077;
63063;Cébazat;22776;7
63064;La Celle;;
63065;Ceilloux;18658;
63066;Celles-sur-Durolle;18533;
63067;La Cellette;20455;
63068;Cellule;;
63069;Le Cendre;21638;7
63070;Ceyrat;26094;5
63071;Ceyssat;22010;
63072;Chabreloche;18186;
63073;Chadeleuf;21517;
63074;Chalus;19471;
63075;Chamalières;25796;8
63076;Chambon-sur-Dolore;16319;
63077;Chambon-sur-Lac;19742;
63078;Chaméane;16988;
63079;Champagnat-le-Jeune;18264;
63080;Champeix;19005;
63081;Champétières;20301;
63082;Champs;21469;
63083;Chanat-la-Mouteyre;24070;
63084;Chanonat;26657;
63085;Chapdes-Beaufort;20213;
63086;La Chapelle-Agnon;17689;
63087;La Chapelle-Marcousse;;
63088;La Chapelle-sur-Usson;;
63089;Chappes;22637;
63090;Chaptuzat;21967;
63091;Charbonnier-les-Mines;19087;
63092;Charbonnières-les-Varennes;22326;
63093;Charbonnières-les-Vieilles;20333;
63094;Charensat;17490;
63095;Charnat;20079;
63096;Chas;22535;
63097;Chassagne;;
63098;Chastreix;17842;
63099;Châteaugay;23786;7
63100;Châteauneuf-les-Bains;19350;
63101;Château-sur-Cher;;
63102;Châteldon;18844;
63103;Châtel-Guyon;23465;7
63104;La Chaulme;19329;
63105;Chaumont-le-Bourg;17630;
63106;Chauriat;22182;
63107;Chavaroux;22580;
63108;Le Cheix;23393;
63109;Chidrac;19789;
63110;Cisternes-la-Forêt;18674;
63111;Clémensat;21060;
63112;Clerlande;23241;
63113;Clermont-Ferrand;18894;21
63114;Collanges;20787;
63115;Combrailles;17447;
63116;Combronde;20336;9
63117;Compains;18190;
63118;Condat-en-Combraille;16224;
63119;Condat-lès-Montboissier;17816;
63120;Corent;24743;
63121;Coudes;20443;
63122;Courgoul;;
63123;Cournols;20477;
63124;Cournon-d'Auvergne;21703;10
63125;Courpière;18721;16
63126;Le Crest;25326;
63127;Creste;;
63128;Crevant-Laveine;19502;
63129;Cros;16232;
63130;La Crouzille;17759;
63131;Culhat;20780;
63132;Cunlhat;17763;
63133;Dallet;22773;
63134;Dauzat-sur-Vodable;;
63135;Davayat;24276;
63136;Domaize;19658;
63137;Doranges;18196;
63138;Dorat;20555;
63139;Dore-l'Église;18031;
63140;Durmignat;19203;
63141;Durtol;25380;
63142;Échandelys;17446;
63143;Effiat;22176;
63144;Égliseneuve-d'Entraigues;18463;
63145;Égliseneuve-des-Liards;18760;
63146;Égliseneuve-près-Billom;22304;
63147;Églisolles;19491;
63148;Ennezat;22703;
63149;Entraigues;22329;
63150;Enval;25094;
63151;Escoutoux;20860;
63152;Espinasse;19009;
63153;Espinchal;;
63154;Espirat;20807;
63155;Estandeuil;20448;
63156;Esteil;;
63157;Fayet-le-Château;21917;
63158;Fayet-Ronaye;15727;
63159;Fernoël;15738;
63160;Aulhat-Flat;22225;
63161;La Forie;19640;
63162;Fournols;16614;
63163;Gelles;18510;
63164;Gerzat;20112;12
63165;Giat;17511;
63166;Gignat;21040;
63167;Gimeaux;22343;
63168;Glaine-Montaigut;20957;
63169;La Godivelle;;
63170;La Goutelle;20717;
63171;Gouttières;18252;
63172;Grandeyrolles;;
63173;Grandrif;17403;
63174;Grandval;20385;
63175;Herment;18830;
63176;Heume-l'Église;19187;
63177;Isserteaux;19747;
63178;Issoire;19446;14
63179;Job;20779;
63180;Joze;21612;
63181;Jozerand;22372;
63182;Jumeaux;17347;
63183;Labessette;;
63184;Lachaux;17906;
63185;Lamontgie;18769;
63186;Landogne;16092;
63187;Lapeyrouse;18580;
63188;Laps;22338;
63189;Laqueuille;18618;
63190;Larodde;17388;
63191;Lastic;15613;
63192;La Tour-d'Auvergne;20717;
63193;Lempdes;21291;9
63194;Lempty;21545;
63195;Lezoux;20046;14
63196;Limons;19253;
63197;Lisseuil;17746;
63198;Loubeyrat;22342;
63199;Ludesse;20214;
63200;Lussat;21639;
63201;Luzillat;19932;
63202;Madriat;21177;
63203;Malauzat;25025;
63204;Malintrat;21875;
63205;Manglieu;20485;
63206;Manzat;20083;
63207;Marat;21000;
63208;Marcillat;21007;
63209;Mareugheol;21374;
63210;Maringues;18491;19
63211;Marsac-en-Livradois;18581;
63212;Marsat;27907;
63213;Les Martres-d'Artière;22256;
63214;Les Martres-de-Veyre;21651;9
63215;Martres-sur-Morge;21953;
63216;Mauzun;21398;
63218;Mayres;17910;
63219;Mazaye;21145;
63220;Mazoires;15881;
63221;Medeyrolles;18989;
63222;Meilhaud;20041;
63223;Menat;19099;
63224;Ménétrol;22775;
63225;Messeix;18230;
63226;Mezel;23931;
63227;Mirefleurs;23041;
63228;Miremont;20249;
63229;Moissat;21372;
63230;Le Monestier;20950;
63231;La Monnerie-le-Montel;16919;
63232;Mons;18910;
63233;Montaigut;18605;
63234;Montaigut-le-Blanc;20657;
63235;Montcel;22564;
63236;Mont-Dore;19773;
63237;Montel-de-Gelat;18203;
63238;Montfermy;19819;
63239;Montmorin;21246;
63240;Montpensier;22071;
63241;Montpeyroux;24785;
63242;Moriat;19066;
63243;Moureuille;19000;
63244;Chambaron sur Morge;23185;
63245;Mozac;24084;6
63246;Murat-le-Quaire;20658;
63247;Murol;19974;
63248;Nébouzat;22232;
63249;Néronde-sur-Dore;20541;
63250;Neschers;19626;
63251;Neuf-Église;19464;
63252;Neuville;21032;
63253;Noalhat;19120;
63254;Nohanent;24417;
63255;Nonette-Orsonnette;20934;
63256;Novacelles;17137;
63257;Olby;20475;
63258;Olliergues;18706;
63259;Olloix;21045;
63260;Olmet;19673;
63261;Orbeil;23208;
63262;Orcet;24174;
63263;Orcines;26139;
63264;Orcival;16450;
63265;Orléat;23151;
63266;Orsonnette;;
63267;Palladuc;19655;
63268;Pardines;21341;
63269;Parent;23083;
63270;Parentignat;21891;
63271;Paslières;19775;
63272;Pérignat-lès-Sarliève;27002;
63273;Pérignat-sur-Allier;23705;
63274;Perpezat;17379;
63275;Perrier;21866;
63276;Peschadoires;20794;11
63277;Peslières;;
63278;Pessat-Villeneuve;24109;
63279;Picherande;17662;
63280;Pignols;22163;
63281;Pionsat;18439;
63282;Plauzat;22726;
63283;Pontaumur;18224;
63284;Pont-du-Château;21555;8
63285;Pontgibaud;18155;
63286;Pouzol;18240;
63287;Les Pradeaux;18815;
63288;Prompsat;22997;
63289;Prondines;17374;
63290;Pulvérières;21048;
63291;Puy-Guillaume;19340;15
63292;Puy-Saint-Gulmier;14790;
63293;Le Quartier;17247;
63294;Queuille;17206;
63295;Randan;18967;
63296;Ravel;20183;
63297;Reignat;22222;
63298;La Renaudie;16996;
63299;Rentières;19708;
63300;Riom;20972;14
63301;Ris;18093;
63302;La Roche-Blanche;25333;
63303;Roche-Charles-la-Mayrand;;
63304;Roche-d'Agoux;;
63305;Rochefort-Montagne;19018;
63306;La Roche-Noire;25258;
63307;Romagnat;23560;7
63308;Royat;25168;10
63309;Saillant;17675;
63310;Sainte-Agathe;19766;
63311;Saint-Agoulin;19745;
63312;Saint-Alyre-d'Arlanc;18180;
63313;Saint-Alyre-ès-Montagne;15179;
63314;Saint-Amant-Roche-Savine;17567;
63315;Saint-Amant-Tallende;22785;
63317;Saint-André-le-Coq;20764;
63318;Saint-Angel;19744;
63319;Saint-Anthème;18179;
63320;Saint-Avit;17806;
63321;Saint-Babel;21348;
63322;Saint-Beauzire;23336;
63323;Saint-Bonnet-le-Bourg;18125;
63324;Saint-Bonnet-le-Chastel;17300;
63325;Saint-Bonnet-lès-Allier;22716;
63326;Saint-Bonnet-près-Orcival;21708;
63327;Saint-Bonnet-près-Riom;23689;
63328;Sainte-Catherine;;
63329;Sainte-Christine;19580;
63330;Saint-Cirgues-sur-Couze;21102;
63331;Saint-Clément-de-Valorgue;20175;
63332;Saint-Clément-de-Régnat;21431;
63333;Saint-Denis-Combarnazat;19875;
63334;Saint-Dier-d'Auvergne;19453;
63335;Saint-Diéry;20010;
63336;Saint-Donat;16684;
63337;Saint-Éloy-la-Glacière;;
63338;Saint-Éloy-les-Mines;17504;18
63339;Saint-Étienne-des-Champs;15257;
63340;Saint-Étienne-sur-Usson;17800;
63341;Saint-Ferréol-des-Côtes;22022;
63342;Saint-Floret;19322;
63343;Saint-Flour;19894;
63344;Saint-Gal-sur-Sioule;19123;
63345;Saint-Genès-Champanelle;25120;
63346;Saint-Genès-Champespe;17968;
63347;Saint-Genès-du-Retz;21753;
63348;Saint-Genès-la-Tourette;19711;
63349;Saint-Georges-de-Mons;18886;
63350;Saint-Georges-sur-Allier;23519;
63351;Saint-Germain-près-Herment;;
63352;Saint-Germain-Lembron;19593;
63353;Saint-Germain-l'Herm;18080;
63354;Saint-Gervais-d'Auvergne;18412;
63355;Saint-Gervais-sous-Meymont;17843;
63356;Saint-Gervazy;19237;
63357;Saint-Hérent;15851;
63358;Saint-Hilaire-la-Croix;22169;
63359;Saint-Hilaire-les-Monges;;
63360;Saint-Hilaire;17528;
63362;Saint-Ignat;21686;
63363;Saint-Jacques-d'Ambur;18828;
63364;Saint-Jean-d'Heurs;20483;
63365;Saint-Jean-des-Ollières;19998;
63366;Saint-Jean-en-Val;20056;
63367;Saint-Jean-Saint-Gervais;17721;
63368;Saint-Julien-de-Coppel;21663;
63369;Saint-Julien-la-Geneste;19209;
63370;Saint-Julien-Puy-Lavèze;17848;
63371;Saint-Just;20341;
63372;Saint-Laure;22291;
63373;Saint-Maigner;18630;
63374;Saint-Martin-des-Olmes;20000;
63375;Saint-Martin-des-Plains;19523;
63376;Saint-Martin-d'Ollières;18615;
63377;Saint-Maurice-près-Pionsat;15548;
63378;Saint-Maurice;22700;
63379;Saint-Myon;21840;
63380;Saint-Nectaire;17870;
63381;Saint-Ours;21026;
63382;Saint-Pardoux;19091;
63383;Saint-Pierre-Colamine;18029;
63384;Saint-Pierre-la-Bourlhonne;17314;
63385;Saint-Pierre-le-Chastel;20124;
63386;Saint-Pierre-Roche;20366;
63387;Saint-Priest-Bramefant;20610;
63388;Saint-Priest-des-Champs;17554;
63389;Saint-Quentin-sur-Sauxillanges;22245;
63390;Saint-Quintin-sur-Sioule;22190;
63391;Saint-Rémy-de-Blot;18047;
63392;Saint-Rémy-de-Chargnat;19936;
63393;Saint-Rémy-sur-Durolle;18748;
63394;Saint-Romain;18869;
63395;Saint-Sandoux;22352;
63396;Saint-Saturnin;23883;
63397;Saint-Sauves-d'Auvergne;19141;
63398;Saint-Sauveur-la-Sagne;16375;
63399;Saint-Sulpice;;
63400;Saint-Sylvestre-Pragoulin;20268;
63401;Saint-Victor-la-Rivière;18520;
63402;Saint-Victor-Montvianeix;19046;
63403;Saint-Vincent;21676;
63404;Saint-Yvoine;23173;
63405;Sallèdes;20400;
63406;Sardon;21850;
63407;Saulzet-le-Froid;20681;
63408;Sauret-Besserve;19971;
63409;Saurier;19046;
63410;Sauvagnat;17318;
63411;Sauvagnat-Sainte-Marthe;21200;
63412;Sauvessanges;17223;
63413;La Sauvetat;23499;
63414;Sauviat;19388;
63415;Sauxillanges;19342;
63416;Savennes;;
63417;Sayat;24753;
63418;Sermentizon;19806;
63419;Servant;18619;
63420;Seychalles;20504;
63421;Singles;17500;
63422;Solignat;22123;
63423;Sugères;19666;
63424;Surat;20980;
63425;Tallende;24602;
63426;Tauves;18950;
63427;Teilhède;21879;
63428;Teilhet;17735;
63429;Ternant-les-Eaux;;
63430;Thiers;17269;23
63431;Thiolières;17214;
63432;Thuret;20551;
63433;Tortebesse;;
63434;Tours-sur-Meymont;18928;
63435;Tourzel-Ronzières;17412;
63436;Tralaigues;;
63437;Trémouille-Saint-Loup;15899;
63438;Trézioux;20226;
63439;Usson;22659;
63440;Valbeleix;15751;
63441;Valcivières;18314;
63442;Valz-sous-Châteauneuf;;
63443;Varennes-sur-Morge;25578;
63444;Varennes-sur-Usson;20884;
63445;Vassel;21170;
63446;Vensat;20664;
63447;Vergheas;;
63448;Vernet-la-Varenne;18341;
63449;Le Vernet-Sainte-Marguerite;18857;
63450;Verneugheol;15886;
63451;Vernines;20766;
63452;Verrières;;
63453;Vertaizon;20404;11
63454;Vertolaye;21436;
63455;Veyre-Monton;25512;
63456;Vichel;21162;
63457;Vic-le-Comte;21980;9
63458;Villeneuve;19943;
63459;Villeneuve-les-Cerfs;20457;
63460;Villosanges;17636;
63461;Vinzelles;20243;
63462;Virlet;18502;
63463;Viscomtat;18728;
63464;Vitrac;18961;
63465;Viverols;20647;
