CODGEO;LIBGEO;MED15;TP6015
36218;Sougé;19060;
36219;Tendu;19977;
36220;Thenay;17590;
36221;Thevet-Saint-Julien;17233;
36222;Thizay;20281;
36223;Tilly;16916;
36224;Tournon-Saint-Martin;18022;
36225;Le Tranger;18971;
36226;Tranzault;19655;
36227;Urciers;16003;
36228;Valençay;19353;14
36229;Val-Fouzon;18231;
36230;Vatan;19075;
36231;Velles;19976;
36232;Vendoeuvres;19319;
36233;La Vernelle;17863;
36234;Verneuil-sur-Igneraie;19311;
36235;Veuil;18445;
36236;Vicq-Exemplet;18735;
36237;Vicq-sur-Nahon;19186;
36238;Vigoulant;18285;
36239;Vigoux;18058;
36240;Vijon;17710;
36241;Villedieu-sur-Indre;19385;12
36242;Villegongis;18877;
36243;Villegouin;18168;
36244;Villentrois;17230;
36245;Villers-les-Ormes;;
36246;Villiers;16518;
36247;Vineuil;20280;
36248;Vouillon;21055;
37001;Abilly;19338;
37002;Ambillou;20205;
37003;Amboise;19756;15
37004;Anché;20560;
37005;Antogny-le-Tillac;19396;
37006;Artannes-sur-Indre;22339;
37007;Assay;19405;
37008;Athée-sur-Cher;22022;
37009;Autrèche;21352;
37010;Auzouer-en-Touraine;20817;
37011;Avoine;20832;
37012;Avon-les-Roches;20004;
37013;Avrillé-les-Ponceaux;18918;
37014;Azay-le-Rideau;20643;11
37015;Azay-sur-Cher;23239;
37016;Azay-sur-Indre;20684;
37018;Ballan-Miré;23932;6
37019;Barrou;17969;
37020;Beaulieu-lès-Loches;19701;
37021;Beaumont-Louestault;22374;
37022;Beaumont-en-Véron;22581;7
37023;Beaumont-Village;18366;
37024;Benais;20739;
37025;Berthenay;22941;
37026;Betz-le-Château;17866;
37027;Bléré;20873;10
37028;Bossay-sur-Claise;18103;
37029;Bossée;21196;
37030;Le Boulay;20574;
37031;Bourgueil;20788;12
37032;Bournan;18729;
37033;Boussay;21461;
37034;Braslou;18422;
37035;Braye-sous-Faye;18475;
37036;Braye-sur-Maulne;18457;
37037;Brèches;17977;
37038;Bréhémont;20304;
37039;Bridoré;18419;
37040;Brizay;19530;
37041;Bueil-en-Touraine;21004;
37042;Candes-Saint-Martin;19084;
37043;Cangey;21466;
37044;La Celle-Guenand;17374;
37045;La Celle-Saint-Avant;19704;
37046;Céré-la-Ronde;20038;
37047;Cerelles;22750;
37048;Chambon;19535;
37049;Chambourg-sur-Indre;21181;
37050;Chambray-lès-Tours;21909;11
37051;Champigny-sur-Veude;18770;
37052;Chançay;22310;
37053;Chanceaux-près-Loches;20476;
37054;Chanceaux-sur-Choisille;22911;
37055;Channay-sur-Lathan;18068;
37056;La Chapelle-aux-Naux;20947;
37057;La Chapelle-Blanche-Saint-Martin;19814;
37058;La Chapelle-sur-Loire;19324;
37059;Charentilly;23873;
37060;Chargé;22893;
37061;Charnizay;18537;
37062;Château-la-Vallière;18828;
37063;Château-Renault;17603;20
37064;Chaumussay;17933;
37065;Chaveignes;18153;
37066;Chédigny;21933;
37067;Cheillé;21077;
37068;Chemillé-sur-Dême;19959;
37069;Chemillé-sur-Indrois;19712;
37070;Chenonceaux;21823;
37071;Chezelles;20077;
37072;Chinon;19603;15
37073;Chisseaux;21741;
37074;Chouzé-sur-Loire;18575;16
37075;Cigogné;22467;
37076;Cinais;20017;
37077;Cinq-Mars-la-Pile;20521;9
37078;Ciran;19155;
37079;Civray-de-Touraine;21801;
37080;Civray-sur-Esves;19804;
37081;Cléré-les-Pins;20649;
37082;Continvoir;18685;
37083;Cormery;21296;
37084;Couesmes;17727;
37085;Courçay;22342;
37086;Courcelles-de-Touraine;19191;
37087;Courcoué;19801;
37088;Couziers;21640;
37089;Cravant-les-Côteaux;21606;
37090;Crissay-sur-Manse;19535;
37091;La Croix-en-Touraine;22393;
37092;Crotelles;20764;
37093;Crouzilles;19469;
37094;Cussay;19268;
37095;Dame-Marie-les-Bois;20514;
37096;Dierre;21604;
37097;Dolus-le-Sec;19942;
37098;Draché;19489;
37099;Druye;22122;
37100;Épeigné-les-Bois;19658;
37101;Épeigné-sur-Dême;18097;
37102;Les Essards;17854;
37103;Esves-le-Moutier;20208;
37104;Esvres;22807;7
37105;Faye-la-Vineuse;17179;
37106;La Ferrière;20324;
37107;Ferrière-Larçon;17862;
37108;Ferrière-sur-Beaulieu;20334;
37109;Fondettes;25450;5
37110;Francueil;21897;
37111;Genillé;19843;
37112;Gizeux;17712;
37113;Le Grand-Pressigny;17708;
37114;La Guerche;17831;
37115;Descartes;18078;19
37116;Les Hermites;20388;
37117;Hommes;19135;
37118;Huismes;21643;
37119;L'Île-Bouchard;17873;
37120;Ingrandes-de-Touraine;19304;
37121;Jaulnay;17866;
37122;Joué-lès-Tours;19478;18
37123;Langeais;19706;12
37124;Larçay;24425;
37125;Lémeré;18685;
37126;Lerné;19350;
37127;Le Liège;18373;
37128;Lignières-de-Touraine;19509;
37129;Ligré;20230;
37130;Ligueil;18412;
37131;Limeray;20327;
37132;Loches;19131;15
37133;Loché-sur-Indrois;17943;
37134;Louans;20742;
37135;Louestault;20718;
37136;Le Louroux;21191;
37137;Lublé;17821;
37138;Lussault-sur-Loire;22869;
37139;Luynes;22207;7
37140;Luzé;18431;
37141;Luzillé;20336;
37142;Maillé;19699;
37143;Manthelan;19411;
37144;Marçay;20684;
37145;Marcé-sur-Esves;19012;
37146;Marcilly-sur-Maulne;17549;
37147;Marcilly-sur-Vienne;19227;
37148;Marigny-Marmande;17263;
37149;Marray;20875;
37150;Mazières-de-Touraine;21064;
37151;La Membrolle-sur-Choisille;24582;
37152;Mettray;24355;
37153;Monnaie;21841;6
37154;Montbazon;22788;6
37155;Monthodon;21071;
37156;Montlouis-sur-Loire;22197;8
37157;Montrésor;18546;
37158;Montreuil-en-Touraine;20729;
37159;Monts;22377;6
37160;Morand;23093;
37161;Mosnes;20615;
37162;Mouzay;21134;
37163;Nazelles-Négron;20782;8
37165;Neuil;19940;
37166;Neuillé-le-Lierre;20187;
37167;Neuillé-Pont-Pierre;20005;
37168;Neuilly-le-Brignon;19204;
37169;Neuville-sur-Brenne;21476;
37170;Neuvy-le-Roi;19813;
37171;Noizay;22329;
37172;Notre-Dame-d'Oé;23340;
37173;Nouans-les-Fontaines;19031;
37174;Nouâtre;17910;
37175;Nouzilly;21942;
37176;Noyant-de-Touraine;19630;
37177;Orbigny;18750;
37178;Panzoult;20703;
37179;Parçay-Meslay;22858;
37180;Parçay-sur-Vienne;20055;
37181;Paulmy;21992;
37182;Pernay;21218;
37183;Perrusson;19530;
37184;Le Petit-Pressigny;18790;
37185;Pocé-sur-Cisse;21393;
37186;Pont-de-Ruan;21471;
37187;Ports;18889;
37188;Pouzay;18435;
37189;Preuilly-sur-Claise;18341;
37190;Pussigny;21035;
37191;Razines;17490;
37192;Reignac-sur-Indre;21223;
37193;Restigné;21401;
37194;Reugny;21412;
37195;La Riche;18962;18
37196;Richelieu;17081;
37197;Rigny-Ussé;18562;
37198;Rillé;18870;
37199;Rilly-sur-Vienne;18848;
37200;Rivarennes;18417;
37201;Rivière;20587;
37202;La Roche-Clermault;20539;
37203;Rochecorbon;25584;6
37204;Rouziers-de-Touraine;22157;
37205;Saché;21201;
37206;Saint-Antoine-du-Rocher;24030;
37207;Saint-Aubin-le-Dépeint;17762;
37208;Saint-Avertin;25499;7
37209;Saint-Bauld;19886;
37210;Saint-Benoît-la-Forêt;21408;
37211;Saint-Branchs;21362;
37212;Sainte-Catherine-de-Fierbois;19528;
37213;Saint-Christophe-sur-le-Nais;18854;
37214;Saint-Cyr-sur-Loire;24766;8
37216;Saint-Épain;19053;
37217;Saint-Étienne-de-Chigny;20997;
37218;Saint-Flovier;18712;
37219;Saint-Genouph;21928;
37220;Saint-Germain-sur-Vienne;18715;
37221;Saint-Hippolyte;19291;
37222;Saint-Jean-Saint-Germain;20920;
37223;Saint-Laurent-de-Lin;19022;
37224;Saint-Laurent-en-Gâtines;20841;
37225;Saint-Martin-le-Beau;21836;9
37226;Sainte-Maure-de-Touraine;19095;12
37227;Saint-Michel-sur-Loire;20207;
37228;Saint-Nicolas-de-Bourgueil;20456;
37229;Saint-Nicolas-des-Motets;20657;
37230;Saint-Ouen-les-Vignes;21710;
37231;Saint-Paterne-Racan;19377;
37232;Coteaux-sur-Loire;19447;
37233;Saint-Pierre-des-Corps;17667;21
37234;Saint-Quentin-sur-Indrois;21589;
37236;Saint-Règle;23750;
37237;Saint-Roch;23480;
37238;Saint-Senoch;17864;
37240;Saunay;20496;
37241;Savigné-sur-Lathan;18294;
37242;Savigny-en-Véron;20564;
37243;Savonnières;24639;
37244;Sazilly;18621;
37245;Semblançay;23126;
37246;Sennevières;19191;
37247;Sepmes;19439;
37248;Seuilly;18643;
37249;Sonzay;20352;
37250;Sorigny;21646;
37251;Souvigné;20494;
37252;Souvigny-de-Touraine;21186;
37253;Sublaines;19392;
37254;Tauxigny;21823;
37255;Tavant;19669;
37256;Theneuil;19821;
37257;Thilouze;21430;
37258;Thizay;21251;
37259;Tournon-Saint-Pierre;18605;
37260;La Tour-Saint-Gelin;19101;
37261;Tours;19133;20
37262;Trogues;20951;
37263;Truyes;22360;
37264;Vallères;21722;
37265;Varennes;19901;
37266;Veigné;23480;5
37267;Véretz;23453;
37268;Verneuil-le-Château;17716;
37269;Verneuil-sur-Indre;19562;
37270;Vernou-sur-Brenne;22140;8
37271;Villaines-les-Rochers;19961;
37272;Villandry;22859;
37273;La Ville-aux-Dames;21428;8
37274;Villebourg;19249;
37275;Villedômain;16892;
37276;Villedômer;21256;
37277;Villeloin-Coulangé;18426;
37278;Villeperdue;19603;
37279;Villiers-au-Bouin;18405;
37280;Vou;20837;
37281;Vouvray;23643;7
37282;Yzeures-sur-Creuse;18441;
38001;Les Abrets en Dauphiné;20009;12
38002;Les Adrets;25203;
38003;Agnin;22054;
38004;L'Albenc;21433;
38005;Allemond;21783;
38006;Allevard;21153;10
38008;Ambel;;
38009;Anjou;20832;
38010;Annoisin-Chatelans;24032;
38011;Anthon;24899;
38012;Aoste;19741;13
38013;Apprieu;23231;6
38014;Arandon;19332;
38015;Artas;21938;
38016;Arzay;22139;
38017;Assieu;22855;
38018;Auberives-en-Royans;18679;
38019;Auberives-sur-Varèze;21049;
38020;Auris;19851;
38021;Autrans;;
38022;Les Avenières Veyrins-Thuellin;20398;10
38023;Avignonet;25034;
38024;Badinières;;
38025;Balbins;23089;
38026;La Balme-les-Grottes;22191;
38027;Barraux;24709;
38028;La Bâtie-Divisin;;
38029;La Bâtie-Montgascon;21056;
38030;Beaucroissant;22625;
38031;Beaufin;;
38032;Beaufort;19404;
38033;Beaulieu;23945;
38034;Beaurepaire;18004;18
38035;Beauvoir-de-Marc;22020;
38036;Beauvoir-en-Royans;;
38037;Bellegarde-Poussieu;23147;
38038;Belmont;19429;
38039;Bernin;30330;
38040;Besse;20415;
38041;Bessins;19253;
38042;Bévenais;20962;
38043;Bilieu;22748;
38044;Biol;21224;
38045;Biviers;35616;
38046;Bizonnes;20608;
38047;Blandin;20259;
38048;Bonnefamille;24674;
38049;Bossieu;19107;
38050;Le Bouchage;19995;
38051;Bougé-Chambalud;21330;
38052;Le Bourg-d'Oisans;21068;8
38053;Bourgoin-Jallieu;18980;19
38054;Bouvesse-Quirieu;20533;
38055;Brangues;20501;
38056;Bressieux;;
38057;Bresson;33382;
38058;Brézins;20423;11
38059;Brié-et-Angonnes;29314;
38060;Brion;18960;
38061;La Buisse;24889;
38062;La Buissière;24439;
38063;Burcin;21842;
38064;Cessieu;21647;9
38065;Châbons;20963;
38066;Chalon;22167;
38067;Chamagnieu;26174;
38068;Champagnier;30159;
38069;Champier;20210;
38070;Le Champ-près-Froges;23312;
38071;Champ-sur-Drac;22749;
38072;Chanas;20787;11
38073;Chantelouve;;
38074;Chantesse;22513;
38075;Chapareillan;22545;
38076;La Chapelle-de-la-Tour;23353;
38077;La Chapelle-de-Surieu;21522;
38078;La Chapelle-du-Bard;21825;
38080;Charancieu;21474;
38081;Charantonnay;23279;
38082;Charavines;22626;
38083;Charette;18901;
38084;Charnècles;24632;
38085;Charvieu-Chavagneux;20474;12
38086;Chasselay;21083;
38087;Chasse-sur-Rhône;19890;13
38089;Chassignieu;20180;
38090;Château-Bernard;20876;
38091;Châteauvilain;24364;
38092;Châtelus;18330;
38093;Châtenay;20479;
38094;Châtonnay;20819;
38095;Chatte;21116;8
38097;Chavanoz;20332;14
38098;Chélieu;21417;
38099;Chevrières;21218;
38100;Le Cheylas;22233;8
38101;Cheyssieu;23773;
38102;Chèzeneuve;24368;
38103;Chichilianne;20931;
38104;Chimilin;21383;
38105;Chirens;22945;
38106;Cholonge;23167;
38107;Chonas-l'Amballan;24183;
38108;Choranche;17218;
38109;Chozeau;26717;
38110;Chuzelles;26310;
38111;Claix;27680;5
38112;Clavans-en-Haut-Oisans;;
38113;Clelles;19526;
38114;Clonas-sur-Varèze;23780;
38115;Saint-Martin-de-la-Cluze;23194;
38116;Cognet;;
38117;Cognin-les-Gorges;20873;
38118;Colombe;23689;
38120;La Combe-de-Lancey;25866;
38121;Commelle;20367;
38124;Corbelin;20988;10
38125;Cordéac;18478;
38126;Corenc;35302;
38127;Cornillon-en-Trièves;20456;
38128;Corps;19978;
38129;Corrençon-en-Vercors;21878;
38130;La Côte-Saint-André;19098;18
38131;Les Côtes-d'Arey;25116;
38132;Les Côtes-de-Corps;;
38133;Coublevie;27456;
38134;Cour-et-Buis;22381;
38135;Courtenay;21686;
38136;Crachier;23884;
38137;Cras;23161;
38138;Crémieu;21129;12
38139;Creys-Mépieu;20977;
38140;Crolles;25977;5
38141;Culin;23355;
38144;Diémoz;23607;
38145;Dionay;;
38146;Dizimieu;24206;
38147;Doissin;21800;
38148;Dolomieu;21890;7
38149;Domarin;23605;
38150;Domène;21650;9
38151;Échirolles;18308;21
38152;Eclose-Badinières;21897;
38153;Engins;24827;
38154;Entraigues;20185;
38155;Entre-deux-Guiers;21005;
38156;Les Éparres;21381;
38157;Estrablin;23247;6
38158;Eybens;23001;10
38159;Eydoche;19912;
38160;Eyzin-Pinet;23489;
38161;Faramans;20848;
38162;Faverges-de-la-Tour;21765;
38163;La Ferrière;20825;
38165;Fitilieu;;
38166;La Flachère;23977;
38167;Flachères;19679;
38169;Fontaine;18924;17
38170;Fontanil-Cornillon;25983;
38171;La Forteresse;21644;
38172;Four;23990;
38173;Le Freney-d'Oisans;19490;
38174;La Frette;20505;
38175;Froges;23182;7
38176;Frontonas;25884;
38177;La Garde;;
38179;Gières;23688;9
38180;Gillonnay;21610;
38181;Goncelin;24141;
38182;Le Grand-Lemps;21071;9
38183;Granieu;20968;
38184;Grenay;23464;
38185;Grenoble;20066;19
38186;Gresse-en-Vercors;21539;
38187;Le Gua;23470;
38188;Herbeys;30120;
38189;Heyrieux;22973;6
38190;Hières-sur-Amby;20170;
38191;Huez;21913;
38192;Hurtières;26041;
38193;L'Isle-d'Abeau;18801;17
38194;Izeaux;21536;
38195;Izeron;21020;
38197;Janneyrias;23562;
38198;Jarcieu;19358;
38199;Jardin;25436;
38200;Jarrie;26015;
38203;Laffrey;22163;
38204;Lalley;17043;
38205;Lans-en-Vercors;24449;
38206;Laval;26098;
38207;Lavaldens;18877;
38208;Lavars;19115;
38209;Lentiol;20780;
38210;Leyrieu;23169;
38211;Lieudieu;20868;
38212;Livet-et-Gavet;18733;
38213;Longechenal;21644;
38214;Lumbin;27377;
38215;Luzinay;25867;
38216;Malleval-en-Vercors;;
38217;Marcieu;;
38218;Marcilloles;19301;
38219;Marcollin;18097;
38221;Marnans;20325;
38222;Massieu;20934;
38223;Maubec;27025;
38224;Mayres-Savel;;
38225;Autrans-Méaudre en Vercors;20878;12
38226;Mens;18659;
38228;Merlas;20817;
38229;Meylan;28880;5
38230;Meyrié;27136;
38231;Meyrieu-les-Étangs;22489;
38232;Meyssiez;22065;
38235;Miribel-Lanchâtre;24601;
38236;Miribel-les-Échelles;22075;
38237;Mizoën;20216;
38238;Moidieu-Détourbe;23336;
38239;Moirans;21581;10
38240;Moissieu-sur-Dolon;20819;
38241;Monestier-d'Ambel;;
38242;Monestier-de-Clermont;21007;
38243;Le Monestier-du-Percy;17728;
38244;Monsteroux-Milieu;22519;
38245;Montagne;20448;
38246;Montagnieu;21284;
38247;Montalieu-Vercieu;19071;14
38248;Montaud;26468;
38249;Montbonnot-Saint-Martin;31082;
38250;Montcarra;23032;
38252;Montchaboud;27849;
38253;Les Deux Alpes;21566;
38254;Monteynard;22002;
38255;Montfalcon;18861;
38256;Montferrat;21358;
38257;Montrevel;20774;
38258;Mont-Saint-Martin;;
38259;Montseveroux;21562;
38260;Moras;24321;
38261;Morestel;19352;15
38262;Morêtel-de-Mailles;;
38263;Morette;23549;
38264;La Morte;23516;
38265;La Motte-d'Aveillans;20145;
38266;La Motte-Saint-Martin;21780;
38267;Mottier;19644;
38268;Le Moutaret;23357;
38269;La Mure;18592;17
38270;La Murette;24420;
38271;Murianette;24794;
38272;Murinais;20782;
38273;Nantes-en-Ratier;23297;
38274;Nantoin;22100;
38275;Serre-Nerpol;19517;
38276;Nivolas-Vermelle;22185;10
38277;Notre-Dame-de-Commiers;24223;
38278;Notre-Dame-de-l'Osier;22907;
38279;Notre-Dame-de-Mésage;24203;
38280;Notre-Dame-de-Vaulx;22786;
38281;Noyarey;23897;
38282;Optevoz;22958;
38283;Oris-en-Rattier;23710;
38284;Ornacieux;20839;
38285;Ornon;22275;
38286;Oulles;;
38287;Oyeu;21621;
38288;Oytier-Saint-Oblas;23947;
38289;Oz;23256;
38290;Pact;20086;
38291;Pajay;19014;
38292;Villages du Lac de Paladru;21371;
38293;Panissage;21233;
38294;Panossas;26023;
38295;Parmilieu;21879;
38296;Le Passage;22738;
38297;Arandon-Passins;20084;
38298;Le Péage-de-Roussillon;16536;30
38299;Pellafol;19249;
38300;Penol;18705;
38301;Percy;18564;
38302;Le Périer;21642;
38303;La Pierre;23302;
38304;Pierre-Châtel;20909;
38305;Le Pin;23078;
38306;Pinsot;22692;
38307;Pisieu;20045;
38308;Plan;19088;
38309;Poisat;26277;
38310;Poliénas;21782;
38311;Pommier-de-Beaurepaire;20901;
38312;Pommiers-la-Placette;25929;
38313;Ponsonnas;25152;
38314;Pontcharra;20887;11
38315;Le Pont-de-Beauvoisin;18949;16
38316;Pont-de-Chéruy;18398;17
38317;Le Pont-de-Claix;18694;17
38318;Pont-Évêque;17432;24
38319;Pont-en-Royans;18175;
38320;Porcieu-Amblagnieu;20515;
38321;Prébois;17566;
38322;Presles;;
38323;Pressins;20543;
38324;Primarette;20905;
38325;Proveysieux;25225;
38326;Prunières;21150;
38328;Quaix-en-Chartreuse;29170;
38329;Quet-en-Beaumont;;
38330;Quincieu;22796;
38331;Réaumont;25827;
38332;Renage;19919;14
38333;Rencurel;18182;
38334;Revel;28307;
38335;Revel-Tourdan;21060;
38336;Reventin-Vaugris;23136;
38337;Rives;20497;10
38338;La Rivière;22226;
38339;Roche;24753;
38340;Les Roches-de-Condrieu;20135;
38341;Rochetoirin;23155;
38342;Roissard;21078;
38343;Romagnieu;21406;
38344;Roussillon;19317;18
38345;Rovon;22011;
38346;Royas;22429;
38347;Roybon;19555;
38348;Ruy-Montceau;25698;
38349;Sablons;21237;
38350;Sainte-Agnès;26804;
38351;Saint-Agnin-sur-Bion;23570;
38352;Saint-Alban-de-Roche;25361;
38353;Saint-Alban-du-Rhône;21919;
38354;Saint-Albin-de-Vaulserre;21594;
38355;Saint-Andéol;20172;
38356;Saint-André-en-Royans;20794;
38357;Saint-André-le-Gaz;20600;10
38358;Sainte-Anne-sur-Gervonde;21974;
38359;Saint Antoine l'Abbaye;19892;
38360;Saint-Appolinard;20062;
38361;Saint-Arey;;
38362;Saint-Aupre;24058;
38363;Saint-Barthélemy;18877;
38364;Saint-Barthélemy-de-Séchilienne;22466;
38365;Saint-Baudille-de-la-Tour;22221;
38366;Saint-Baudille-et-Pipet;19684;
38367;Saint-Bernard;24609;
38368;Saint-Blaise-du-Buis;24419;
38369;Sainte-Blandine;22816;
38370;Saint-Bonnet-de-Chavagne;20496;
38372;Saint-Bueil;21193;
38373;Saint-Cassien;25333;
38374;Saint-Chef;22960;6
38375;Saint-Christophe-en-Oisans;;
38376;Saint-Christophe-sur-Guiers;21146;
38377;Saint-Clair-de-la-Tour;20713;13
38378;Saint-Clair-du-Rhône;22164;7
38379;Saint-Clair-sur-Galaure;18254;
38380;Saint-Didier-de-Bizonnes;18987;
38381;Saint-Didier-de-la-Tour;22322;
38382;Saint-Égrève;23965;8
38383;Saint-Étienne-de-Crossey;25154;
38384;Saint-Étienne-de-Saint-Geoirs;20326;12
38386;Saint-Geoire-en-Valdaine;21149;10
38387;Saint-Geoirs;21917;
38388;Saint-Georges-de-Commiers;24586;
38389;Saint-Georges-d'Espéranche;22919;
38390;Saint-Gervais;21619;
38391;Saint-Guillaume;20843;
38392;Saint-Hilaire-de-Brens;24211;
38393;Saint-Hilaire-de-la-Côte;21639;
38394;Saint-Hilaire-du-Rosier;19598;
38395;Saint-Hilaire;22408;
38396;Saint-Honoré;21180;
38397;Saint-Ismier;33243;5
38398;Saint-Jean-d'Avelanne;20669;
38399;Saint-Jean-de-Bournay;20985;9
38400;Saint-Jean-de-Moirans;23883;8
38401;Saint-Jean-de-Soudain;20851;
38402;Saint-Jean-de-Vaulx;24187;
38403;Saint-Jean-d'Hérans;21072;
38404;Saint-Jean-le-Vieux;28377;
38405;Saint-Joseph-de-Rivière;23762;
38406;Saint-Julien-de-l'Herms;17965;
38407;La Sure en Chartreuse;25359;
38408;Saint-Just-Chaleyssin;25102;
38409;Saint-Just-de-Claix;19424;
38410;Saint-Lattier;20932;
38412;Saint-Laurent-du-Pont;20900;9
38413;Saint-Laurent-en-Beaumont;20167;
38414;Sainte-Luce;;
38415;Saint-Marcel-Bel-Accueil;26177;
38416;Saint-Marcellin;18382;19
38417;Sainte-Marie-d'Alloix;24658;
38418;Sainte-Marie-du-Mont;23566;
38419;Saint-Martin-de-Clelles;18923;
38420;Saint-Martin-de-Vaulserre;24095;
38421;Saint-Martin-d'Hères;19298;17
38422;Saint-Martin-d'Uriage;30049;
38423;Saint-Martin-le-Vinoux;20992;15
38424;Saint-Maurice-en-Trièves;18417;
38425;Saint-Maurice-l'Exil;20267;14
38426;Saint-Maximin;25604;
38427;Saint-Michel-de-Saint-Geoirs;19775;
38428;Saint-Michel-en-Beaumont;;
38429;Saint-Michel-les-Portes;22517;
38430;Saint-Mury-Monteymond;24847;
38431;Saint-Nazaire-les-Eymes;31454;
38432;Saint-Nicolas-de-Macherin;25661;
38433;Saint-Nizier-du-Moucherotte;26737;
38434;Saint-Ondras;20813;
38435;Saint-Pancrasse;25237;
38436;Saint-Paul-de-Varces;27806;
38437;Saint-Paul-d'Izeaux;20863;
38438;Saint-Paul-lès-Monestier;20948;
38439;Crêts en Belledonne;22561;6
38440;Saint-Pierre-de-Bressieux;21984;
38442;Saint-Pierre-de-Chartreuse;23004;
38443;Saint-Pierre-de-Chérennes;20629;
38444;Saint-Pierre-de-Méaroz;20017;
38445;Saint-Pierre-de-Mésage;23382;
38446;Saint-Pierre-d'Entremont;19835;
38448;Saint-Prim;24835;
38449;Saint-Quentin-Fallavier;20367;11
38450;Saint-Quentin-sur-Isère;22802;
38451;Saint-Romain-de-Jalionas;23139;6
38452;Saint-Romain-de-Surieu;23099;
38453;Saint-Romans;20938;
38454;Saint-Sauveur;20614;
38455;Saint-Savin;22926;5
38456;Châtel-en-Trièves;20677;
38457;Saint-Siméon-de-Bressieux;18902;17
38458;Saint-Sorlin-de-Morestel;20422;
38459;Saint-Sorlin-de-Vienne;23693;
